source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences,query_name
GO:MF,GO:0005488,binding,0.036956186912578674,True,"""The selective, non-covalent, often stoichiometric, interaction of a molecule with one or more specific sites on another molecule."" [GOC:ceb, GOC:mah, ISBN:0198506732]",18498,73,72,20246,0.9863013698630136,0.003892312682452157,query_1,['GO:0003674'],"['PARP3', 'YTHDC2', 'PARP12', 'CCAR1', 'RAD18', 'MBD3', 'BAZ2A', 'YTHDC1', 'SF3B2', 'OAS1', 'ACIN1', 'PARP4', 'ERI1', 'HNRNPUL1', 'ZC3HAV1', 'TNKS2', 'PARP11', 'OAS3', 'OAS2', 'FASTKD2', 'BAZ2B', 'FASTKD3', 'DEK', 'MBD4', 'PARP2', 'RNASE1', 'SAFB2', 'MBD2', 'OASL', 'SETDB2', 'TBRG4', 'SLTM', 'PARP6', 'FASTKD1', 'PARP16', 'MYOCD', 'MBD1', 'SETDB1', 'PARP1', 'YTHDF1', 'PARP8', 'HNRNPU', 'SAFB', 'TIPARP', 'FASTK', 'RNASE7', 'MECP2', 'RNASE2', 'RNASE3', 'RNASE6', 'PARP14', 'PARP15', 'TNKS', 'RNASE8', 'RNASE11', 'PARP10', 'EDDM3B', 'EDDM3A', 'RNASE10', 'YTHDF3', 'MRTFB', 'RNASE9', 'XRCC6', 'MRTFA', 'YTHDF2', 'SARNP', 'RNASE13', 'ANG', 'HNRNPUL2', 'FASTKD5', 'RNASE12', 'RNASE4']","[['IPI'], ['IPI', 'HDA', 'IBA', 'IEA'], ['HDA', 'IEA'], ['IDA', 'IPI', 'HDA'], ['IDA', 'IPI', 'NAS', 'IEA'], ['IDA', 'IPI', 'HDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IPI', 'ISS', 'NAS', 'IEA'], ['IDA', 'IPI', 'HDA', 'IBA', 'IEA'], ['IPI', 'HDA'], ['IDA', 'IPI', 'IBA', 'TAS', 'IEA'], ['IPI', 'HDA', 'NAS', 'IEA'], ['IDA', 'IPI', 'TAS'], ['IPI', 'ISS', 'IEA'], ['IPI', 'HDA', 'IBA', 'TAS', 'IEA'], ['IPI', 'HDA', 'IEA'], ['IPI', 'IEA'], ['IPI'], ['IDA', 'IPI', 'IBA', 'IEA'], ['IDA', 'IPI', 'IMP', 'IBA', 'IEA'], ['IDA', 'IPI', 'HDA', 'IBA', 'IEA'], ['IPI', 'IEA'], ['IPI', 'HDA', 'IBA'], ['IDA', 'IPI', 'HDA', 'IBA', 'IEA'], ['IPI', 'IBA', 'TAS', 'IEA'], ['IDA', 'IPI', 'IEA'], ['IPI', 'IEA'], ['IPI', 'HDA', 'IBA', 'IEA'], ['IDA', 'IPI', 'HDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IPI', 'HDA', 'IBA', 'TAS', 'IEA'], ['IPI', 'IEA'], ['IPI', 'HDA', 'IBA'], ['IPI', 'HDA', 'IBA', 'IEA'], ['IBA', 'IEA'], ['IPI', 'HDA', 'IBA'], ['IPI', 'IBA'], ['IPI', 'ISS', 'IEA'], ['IDA', 'IPI', 'TAS', 'NAS', 'IEA'], ['IDA', 'IPI', 'IEA'], ['IDA', 'IPI', 'HDA', 'TAS', 'IEA'], ['IDA', 'IPI', 'HDA', 'IBA', 'IEA'], ['IBA'], ['IDA', 'IPI', 'HDA', 'ISS', 'IBA', 'TAS', 'IEA'], ['IPI', 'HDA', 'ISS', 'IBA', 'TAS', 'IEA'], ['IDA', 'IEA'], ['IPI', 'IBA', 'IEA'], ['IDA', 'IPI', 'IEA'], ['EXP', 'IPI', 'IMP', 'HDA', 'IBA', 'TAS', 'IEA'], ['IPI', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['IPI'], ['IPI', 'IMP'], ['IDA', 'IPI', 'IEA'], ['IEA'], ['IPI', 'IEA'], ['IPI', 'IMP', 'IEA'], ['IPI'], ['IPI'], ['IPI', 'IEA'], ['IDA', 'IPI', 'HDA', 'IBA', 'IEA'], ['IPI', 'HDA', 'IEA'], ['IEA'], ['IDA', 'IPI', 'HDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IPI', 'ISS', 'IEA'], ['IPI', 'HDA', 'IBA', 'IEA'], ['IPI', 'HDA', 'IEA'], ['IEA'], ['IDA', 'IPI', 'TAS', 'IC', 'IEA'], ['HDA', 'IBA', 'IEA'], ['IDA', 'IPI', 'HDA', 'IBA', 'IEA'], ['IEA'], ['IEA']]",Fig3D_VertExpanded
GO:MF,GO:0042826,histone deacetylase binding,0.036956186912578674,True,"""Binding to histone deacetylase."" [GOC:jl]",127,73,3,20246,0.0410958904109589,0.023622047244094488,query_1,['GO:0019899'],"['MYOCD', 'PARP1', 'MECP2']","[['IEA'], ['IEA'], ['IEA']]",Fig3D_VertExpanded
GO:MF,GO:0045027,DNA end binding,0.036956186912578674,True,"""Binding to DNA ends exposed by the creation of double-strand breaks (DSBs)."" [GOC:jl]",3,73,1,20246,0.0136986301369863,0.3333333333333333,query_1,['GO:0003677'],['XRCC6'],[['IDA']],Fig3D_VertExpanded
GO:BP,GO:0050789,regulation of biological process,0.037671431300933825,True,"""Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:ai, GOC:go_curators]",12336,72,53,21026,0.7361111111111112,0.004296368352788587,query_1,"['GO:0008150', 'GO:0065007']","['PARP3', 'YTHDC2', 'CCAR1', 'RAD18', 'MBD3', 'BAZ2A', 'YTHDC1', 'OAS1', 'ACIN1', 'ERI1', 'ZC3HAV1', 'TNKS2', 'OAS3', 'OAS2', 'FASTKD2', 'BAZ2B', 'FASTKD3', 'DEK', 'PARP2', 'SAFB2', 'MBD2', 'OASL', 'SETDB2', 'TBRG4', 'SLTM', 'PARP6', 'FASTKD1', 'PARP16', 'MYOCD', 'MBD1', 'SETDB1', 'PARP1', 'YTHDF1', 'PARP8', 'HNRNPU', 'SAFB', 'TIPARP', 'FASTK', 'MECP2', 'PARP14', 'PARP15', 'TNKS', 'MAMSTR', 'PARP10', 'RNASE10', 'YTHDF3', 'MRTFB', 'XRCC6', 'MRTFA', 'YTHDF2', 'SARNP', 'ANG', 'FASTKD5']","[['IDA', 'IMP', 'ISS', 'TAS', 'IEA'], ['ISS', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IMP'], ['IBA', 'NAS', 'IEA'], ['ISS', 'ISO', 'NAS'], ['IDA', 'ISS', 'IBA', 'IEA'], ['IDA', 'IMP', 'IEP', 'IBA'], ['IDA', 'IEP'], ['IEA'], ['IDA', 'IMP', 'IBA'], ['IMP', 'IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'IBA'], ['IDA', 'IMP', 'ISS', 'IBA', 'IEA'], ['IMP', 'IBA', 'IEA'], ['NAS'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'NAS', 'IEA'], ['IEA'], ['IBA', 'IEA'], ['IGI', 'IBA', 'NAS', 'IEA'], ['IDA', 'IEP', 'IBA', 'IEA'], ['ISS', 'IBA'], ['IMP', 'IBA', 'TAS', 'IEA'], ['IBA'], ['IBA', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA'], ['IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'IEA'], ['NAS', 'IEA'], ['ISS', 'IBA', 'TAS'], ['IDA', 'IMP', 'IGI', 'ISS', 'TAS', 'IEA'], ['IDA', 'IMP', 'ISS', 'IBA'], ['IBA'], ['IDA', 'IMP', 'ISS', 'IBA', 'IEA'], ['IBA'], ['IMP', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IMP', 'IBA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['ISS'], ['IDA', 'IMP', 'ISS', 'IBA', 'IEA'], ['IDA', 'IGI', 'IBA', 'IEA'], ['IDA', 'IMP', 'ISS', 'IEA'], ['IDA', 'IGI', 'IBA', 'IEA'], ['IDA', 'IMP', 'ISS', 'IBA', 'IEA'], ['IEA'], ['IDA', 'ISS', 'IEA'], ['IBA', 'IEA']]",Fig3D_VertExpanded
GO:BP,GO:0062125,regulation of mitochondrial gene expression,0.037810148286775605,True,"""Any process that modulates the frequency, rate or extent of mitochondrial gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [PMID:28285835]",34,72,2,21026,0.027777777777777776,0.058823529411764705,query_1,"['GO:0010468', 'GO:0140053']","['FASTKD2', 'FASTKD3']","[['IMP'], ['IDA']]",Fig3D_VertExpanded
GO:BP,GO:1903557,positive regulation of tumor necrosis factor superfamily cytokine production,0.03789550838409144,True,"""Any process that activates or increases the frequency, rate or extent of tumor necrosis factor superfamily cytokine production."" [GO_REF:0000058, GOC:TermGenie, PMID:24187568]",108,72,3,21026,0.041666666666666664,0.027777777777777776,query_1,"['GO:0001819', 'GO:0071706', 'GO:1903555']","['OAS1', 'OAS3', 'OAS2']","[['IMP'], ['IMP'], ['IMP']]",Fig3D_VertExpanded
GO:BP,GO:0071383,cellular response to steroid hormone stimulus,0.038238305529153006,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a steroid hormone stimulus."" [GOC:mah]",213,72,4,21026,0.05555555555555555,0.018779342723004695,query_1,"['GO:0032870', 'GO:0048545', 'GO:0071396']","['SAFB2', 'PARP1', 'HNRNPU', 'SAFB']","[['IBA', 'IEA'], ['IEA'], ['IDA'], ['IBA']]",Fig3D_VertExpanded
GO:BP,GO:0044706,multi-multicellular organism process,0.03859468663955091,True,"""A multicellular organism process which involves another multicellular organism of the same or different species."" [GOC:jl]",214,72,4,21026,0.05555555555555555,0.018691588785046728,query_1,['GO:0032501'],"['PARP2', 'PARP1', 'EDDM3A', 'YTHDF3']","[['ISS', 'IEA'], ['ISS'], ['TAS'], ['IMP']]",Fig3D_VertExpanded
GO:BP,GO:0035967,cellular response to topologically incorrect protein,0.03859468663955091,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a protein that is not folded in its correct three-dimensional structure."" [GOC:bf]",109,72,3,21026,0.041666666666666664,0.027522935779816515,query_1,"['GO:0033554', 'GO:0035966']","['PARP6', 'PARP16', 'PARP8']","[['IBA', 'IEA'], ['IMP', 'IBA'], ['IBA']]",Fig3D_VertExpanded
GO:CC,GO:0032311,angiogenin-PRI complex,0.039074719233101324,True,"""A stable heterodimer of angiogenin and placental ribonuclease inhibitor; interaction between angiogenin and PRI prevents angiogenin binding to its receptor to stimulate angiogenesis."" [PMID:2706246, PMID:3470787]",2,73,1,22149,0.0136986301369863,0.5,query_1,"['GO:0005576', 'GO:0032991']",['ANG'],"[['IDA', 'IPI']]",Fig3D_VertExpanded
GO:CC,GO:0090536,NoRC complex,0.039074719233101324,True,"""An ISWI complex that contains an ATPase subunit of the ISWI family (specifically SNF2H in mammals, which contain two ISWI homologs) and a Tip5 homolog. In mammals, NoRC is involved in regulation of transcription from RNAP I and RNA polymerase III promoters."" [GOC:krc]",2,73,1,22149,0.0136986301369863,0.5,query_1,['GO:0031010'],['BAZ2A'],[['ISO']],Fig3D_VertExpanded
GO:BP,GO:0048024,"regulation of mRNA splicing, via spliceosome",0.0392798087874523,True,"""Any process that modulates the frequency, rate or extent of mRNA splicing via a spliceosomal mechanism."" [GOC:jid]",112,72,3,21026,0.041666666666666664,0.026785714285714284,query_1,"['GO:0000398', 'GO:0043484', 'GO:0050684']","['YTHDC1', 'ACIN1', 'HNRNPU']","[['IDA', 'IBA', 'IEA'], ['IDA'], ['IDA']]",Fig3D_VertExpanded
GO:BP,GO:1905492,positive regulation of branching morphogenesis of a nerve,0.0392798087874523,True,"""Any process that activates or increases the frequency, rate or extent of branching morphogenesis of a nerve."" [GO_REF:0000058, GOC:TermGenie, PMID:16516839]",2,72,1,21026,0.013888888888888888,0.5,query_1,"['GO:0048755', 'GO:0051094', 'GO:0051240', 'GO:2000172']",['MECP2'],[['IEA']],Fig3D_VertExpanded
GO:BP,GO:1904908,"negative regulation of maintenance of mitotic sister chromatid cohesion, telomeric",0.0392798087874523,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of maintenance of mitotic sister chromatid cohesion, telomeric."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:rph, GOC:TermGenie, PMID:26373281]",2,72,1,21026,0.013888888888888888,0.5,query_1,"['GO:0034183', 'GO:0099403', 'GO:1904907']",['TNKS'],[['IMP']],Fig3D_VertExpanded
GO:BP,GO:1904907,"regulation of maintenance of mitotic sister chromatid cohesion, telomeric",0.0392798087874523,True,"""Any process that modulates the frequency, rate or extent of maintenance of mitotic sister chromatid cohesion, telomeric."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:rph, GOC:TermGenie, PMID:26373281]",2,72,1,21026,0.013888888888888888,0.5,query_1,"['GO:0034182', 'GO:0099403']",['TNKS'],[['IMP']],Fig3D_VertExpanded
GO:BP,GO:0090615,mitochondrial mRNA processing,0.0392798087874523,True,"""Steps involved in processing precursor RNAs arising from transcription of operons in the mitochondrial genome into mature mRNAs."" [GOC:tb, PMID:25181358]",2,72,1,21026,0.013888888888888888,0.5,query_1,"['GO:0000959', 'GO:0000963', 'GO:0006397']",['TBRG4'],[['IMP']],Fig3D_VertExpanded
GO:BP,GO:2001017,regulation of retrograde axon cargo transport,0.0392798087874523,True,"""Any process that modulates the frequency, rate or extent of retrograde axon cargo transport."" [GOC:obol]",2,72,1,21026,0.013888888888888888,0.5,query_1,"['GO:0008090', 'GO:0032386', 'GO:0060632']",['MECP2'],[['IEA']],Fig3D_VertExpanded
GO:BP,GO:0098963,dendritic transport of messenger ribonucleoprotein complex,0.0392798087874523,True,"""The directed movement of a messenger ribonucleoprotein complex along microtubules in nerve cell dendrites."" [GOC:dos]",2,72,1,21026,0.013888888888888888,0.5,query_1,['GO:0098935'],['HNRNPU'],[['IEA']],Fig3D_VertExpanded
GO:BP,GO:0048160,primary follicle stage,0.0392798087874523,True,"""The stage in oogenesis when a single layer of cuboidal follicle cells surrounds the oocyte. The oocyte nucleus is large."" [GOC:jid, GOC:mtg_sensu, ISBN:0198542771]",2,72,1,21026,0.013888888888888888,0.5,query_1,['GO:0022605'],['YTHDC1'],[['IEA']],Fig3D_VertExpanded
GO:BP,GO:0001893,maternal placenta development,0.0392798087874523,True,"""Maternally driven process whose specific outcome is the progression of the placenta over time, from its formation to the mature structure. The placenta is an organ of metabolic interchange between fetus and mother, partly of embryonic origin and partly of maternal origin."" [GOC:add, ISBN:068340007X]",35,72,2,21026,0.027777777777777776,0.05714285714285714,query_1,"['GO:0001890', 'GO:0003006', 'GO:0048856', 'GO:0060135']","['PARP2', 'PARP1']","[['ISS', 'IEA'], ['ISS']]",Fig3D_VertExpanded
GO:BP,GO:0099010,modification of postsynaptic structure,0.0392798087874523,True,"""Any process that modifies the structure of a postsynapse."" [GOC:dos]",36,72,2,21026,0.027777777777777776,0.05555555555555555,query_1,['GO:0099563'],"['MRTFB', 'MRTFA']","[['IEA'], ['IEA']]",Fig3D_VertExpanded
GO:BP,GO:1903538,regulation of meiotic cell cycle process involved in oocyte maturation,0.0392798087874523,True,"""Any process that modulates the frequency, rate or extent of meiotic cell cycle process involved in oocyte maturation."" [GO_REF:0000058, GOC:jz, GOC:TermGenie, PMID:25212395]",2,72,1,21026,0.013888888888888888,0.5,query_1,"['GO:0010564', 'GO:1903537', 'GO:2000241']",['YTHDF2'],"[['ISS', 'IEA']]",Fig3D_VertExpanded
GO:BP,GO:1903518,positive regulation of single strand break repair,0.0392798087874523,True,"""Any process that activates or increases the frequency, rate or extent of single strand break repair."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:17395247]",2,72,1,21026,0.013888888888888888,0.5,query_1,"['GO:0000012', 'GO:0045739', 'GO:1903516']",['PARP1'],[['IGI']],Fig3D_VertExpanded
GO:BP,GO:0001556,oocyte maturation,0.0392798087874523,True,"""A developmental process, independent of morphogenetic (shape) change, that is required for an oocyte to attain its fully functional state. Oocyte maturation commences after reinitiation of meiosis commonly starting with germinal vesicle breakdown, and continues up to the second meiotic arrest prior to fertilization."" [GOC:devbiol, https://www.ncbi.nlm.nih.gov/books/NBK279054/]",36,72,2,21026,0.027777777777777776,0.05555555555555555,query_1,"['GO:0003006', 'GO:0048469', 'GO:0048599']","['YTHDF2', 'ANG']","[['ISS', 'IEA'], ['NAS']]",Fig3D_VertExpanded
GO:BP,GO:0006301,postreplication repair,0.0392798087874523,True,"""The conversion of DNA-damage induced single-stranded gaps into large molecular weight DNA after replication. Includes pathways that remove replication-blocking lesions in conjunction with DNA replication."" [GOC:elh]",36,72,2,21026,0.027777777777777776,0.05555555555555555,query_1,['GO:0006281'],"['RAD18', 'PARP10']","[['IBA', 'IEA'], ['IDA']]",Fig3D_VertExpanded
GO:BP,GO:0099403,"maintenance of mitotic sister chromatid cohesion, telomeric",0.0392798087874523,True,"""The process in which the association between sister chromatids of a replicated chromosome along the length of the telomeric region is maintained as chromosomes condense, attach to the spindle in a bipolar orientation, and congress to the metaphase plate during a mitotic cell cycle."" [GOC:BHF, GOC:BHF_telomere, GOC:dos, GOC:rph, PMID:26373281]",2,72,1,21026,0.013888888888888888,0.5,query_1,"['GO:0034088', 'GO:0099404']",['TNKS'],[['IMP']],Fig3D_VertExpanded
GO:BP,GO:0099404,"mitotic sister chromatid cohesion, telomeric",0.0392798087874523,True,"""The cell cycle process in which telomeres of sister chromatids are joined during mitosis."" [GOC:BHF, GOC:BHF_telomere, GOC:mah, GOC:rph, PMID:26373281]",2,72,1,21026,0.013888888888888888,0.5,query_1,['GO:0007064'],['TNKS'],[['IMP']],Fig3D_VertExpanded
GO:BP,GO:1902889,protein localization to spindle microtubule,0.0392798087874523,True,"""A process in which a protein is transported to, or maintained in, a location within a spindle microtubule."" [GO_REF:0000087, GOC:kmv, GOC:TermGenie, PMID:16054030]",2,72,1,21026,0.013888888888888888,0.5,query_1,['GO:0035372'],['HNRNPU'],[['IMP']],Fig3D_VertExpanded
GO:BP,GO:2001019,positive regulation of retrograde axon cargo transport,0.0392798087874523,True,"""Any process that activates or increases the frequency, rate or extent of retrograde axon cargo transport."" [GOC:obol]",2,72,1,21026,0.013888888888888888,0.5,query_1,"['GO:0008090', 'GO:0032388', 'GO:2001017']",['MECP2'],[['IEA']],Fig3D_VertExpanded
GO:BP,GO:1902216,positive regulation of interleukin-4-mediated signaling pathway,0.0392798087874523,True,"""Any process that activates or increases the frequency, rate or extent of interleukin-4-mediated signaling pathway."" [GOC:TermGenie, PMID:17210636]",2,72,1,21026,0.013888888888888888,0.5,query_1,"['GO:0001961', 'GO:0035771', 'GO:1902214']",['PARP14'],"[['IMP', 'IEA']]",Fig3D_VertExpanded
GO:BP,GO:0051150,regulation of smooth muscle cell differentiation,0.0392798087874523,True,"""Any process that modulates the frequency, rate or extent of smooth muscle cell differentiation."" [CL:0000192, GOC:ai]",36,72,2,21026,0.027777777777777776,0.05555555555555555,query_1,"['GO:0051145', 'GO:0051147']","['MYOCD', 'MECP2']","[['IDA', 'TAS'], ['IEA']]",Fig3D_VertExpanded
GO:BP,GO:0099611,regulation of action potential firing threshold,0.0392798087874523,True,"""Any process that regulates the potential at which an axon potential is triggered."" [ISBN:978-0071390118]",2,72,1,21026,0.013888888888888888,0.5,query_1,['GO:0098900'],['MECP2'],[['IEA']],Fig3D_VertExpanded
GO:BP,GO:0045595,regulation of cell differentiation,0.03963289412595144,True,"""Any process that modulates the frequency, rate or extent of cell differentiation, the process in which relatively unspecialized cells acquire specialized structural and functional features."" [GOC:go_curators]",1576,72,12,21026,0.16666666666666666,0.007614213197969543,query_1,"['GO:0030154', 'GO:0050793', 'GO:0050794']","['MBD3', 'ACIN1', 'PARP2', 'PARP6', 'MYOCD', 'MBD1', 'PARP1', 'HNRNPU', 'MECP2', 'MAMSTR', 'XRCC6', 'YTHDF2']","[['NAS'], ['IEP'], ['IEA'], ['IEA'], ['IDA', 'TAS', 'IEA'], ['IEA'], ['IEA'], ['IMP', 'ISS', 'IEA'], ['IEA'], ['IEA'], ['ISS'], ['IMP', 'ISS', 'IEA']]",Fig3D_VertExpanded
GO:CC,GO:0005759,mitochondrial matrix,0.04005225574536344,True,"""The gel-like material, with considerable fine structure, that lies in the matrix space, or lumen, of a mitochondrion. It contains the enzymes of the tricarboxylic acid cycle and, in some organisms, the enzymes concerned with fatty acid oxidation."" [GOC:as, ISBN:0198506732]",514,73,6,22149,0.0821917808219178,0.011673151750972763,query_1,"['GO:0005739', 'GO:0070013']","['FASTKD2', 'FASTKD3', 'TBRG4', 'FASTKD1', 'FASTK', 'FASTKD5']","[['IDA', 'IBA', 'TAS', 'IEA'], ['IBA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IBA'], ['IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA']]",Fig3D_VertExpanded
GO:MF,GO:0005515,protein binding,0.04027941724398565,True,"""Binding to a protein."" [GOC:go_curators]",15123,73,63,20246,0.863013698630137,0.00416584011108907,query_1,['GO:0005488'],"['PARP3', 'YTHDC2', 'CCAR1', 'RAD18', 'MBD3', 'BAZ2A', 'YTHDC1', 'SF3B2', 'OAS1', 'ACIN1', 'PARP4', 'ERI1', 'HNRNPUL1', 'ZC3HAV1', 'TNKS2', 'PARP11', 'OAS3', 'OAS2', 'FASTKD2', 'BAZ2B', 'FASTKD3', 'DEK', 'MBD4', 'PARP2', 'RNASE1', 'SAFB2', 'MBD2', 'OASL', 'SETDB2', 'TBRG4', 'SLTM', 'PARP6', 'FASTKD1', 'PARP16', 'MYOCD', 'MBD1', 'SETDB1', 'PARP1', 'YTHDF1', 'PARP8', 'HNRNPU', 'SAFB', 'FASTK', 'RNASE7', 'MECP2', 'RNASE2', 'PARP14', 'PARP15', 'TNKS', 'RNASE11', 'PARP10', 'EDDM3B', 'EDDM3A', 'RNASE10', 'YTHDF3', 'MRTFB', 'XRCC6', 'MRTFA', 'YTHDF2', 'SARNP', 'ANG', 'HNRNPUL2', 'FASTKD5']","[['IPI'], ['IPI', 'IEA'], ['IPI'], ['IDA', 'IPI'], ['IPI'], ['IPI', 'ISS', 'NAS', 'IEA'], ['IPI'], ['IPI'], ['IPI'], ['IPI', 'NAS'], ['IDA', 'IPI'], ['IPI'], ['IPI', 'IEA'], ['IPI', 'HDA'], ['IPI', 'IEA'], ['IPI'], ['IPI'], ['IPI'], ['IPI'], ['IPI', 'IEA'], ['IPI'], ['IDA', 'IPI', 'IBA'], ['IPI'], ['IDA', 'IPI'], ['IPI'], ['IPI'], ['IPI', 'IEA'], ['IPI', 'TAS', 'IEA'], ['IPI', 'IEA'], ['IPI'], ['IPI'], ['IBA', 'IEA'], ['IPI'], ['IPI', 'IBA'], ['IPI', 'ISS', 'IEA'], ['IPI'], ['IPI', 'IEA'], ['IDA', 'IPI', 'IEA'], ['IPI'], ['IBA'], ['IDA', 'IPI', 'ISS', 'IEA'], ['IPI'], ['IPI'], ['IPI'], ['IPI', 'IEA'], ['IPI'], ['IPI'], ['IPI'], ['IPI', 'IEA'], ['IPI'], ['IPI', 'IMP'], ['IPI'], ['IPI'], ['IPI'], ['IPI'], ['IPI', 'HDA', 'IEA'], ['IPI'], ['IDA', 'IPI', 'ISS', 'IEA'], ['IPI'], ['IPI'], ['IDA', 'IPI'], ['IEA'], ['IPI']]",Fig3D_VertExpanded
GO:BP,GO:0002682,regulation of immune system process,0.04048388124645858,True,"""Any process that modulates the frequency, rate, or extent of an immune system process."" [GOC:add]",1581,72,12,21026,0.16666666666666666,0.007590132827324478,query_1,"['GO:0002376', 'GO:0050789']","['PARP3', 'OAS1', 'ACIN1', 'ZC3HAV1', 'OAS3', 'OASL', 'PARP1', 'YTHDF1', 'PARP14', 'YTHDF3', 'XRCC6', 'YTHDF2']","[['ISS', 'IEA'], ['IMP'], ['IEP'], ['IMP'], ['IMP'], ['IDA'], ['IDA', 'IMP'], ['ISS'], ['IMP', 'IEA'], ['ISS', 'IEA'], ['IDA', 'ISS'], ['IMP']]",Fig3D_VertExpanded
GO:BP,GO:0010639,negative regulation of organelle organization,0.040716796252636266,True,"""Any process that decreases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:dph, GOC:tb]",352,72,5,21026,0.06944444444444445,0.014204545454545454,query_1,"['GO:0006996', 'GO:0033043', 'GO:0051129']","['PARP3', 'TNKS2', 'PARP1', 'HNRNPU', 'TNKS']","[['TAS'], ['IMP'], ['ISS'], ['IMP'], ['IMP']]",Fig3D_VertExpanded
GO:BP,GO:0080134,regulation of response to stress,0.04124941111493043,True,"""Any process that modulates the frequency, rate or extent of a response to stress. Response to stress is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:dhl]",1387,72,11,21026,0.1527777777777778,0.007930785868781542,query_1,"['GO:0006950', 'GO:0048583']","['PARP3', 'OAS1', 'ZC3HAV1', 'OAS3', 'DEK', 'OASL', 'PARP1', 'PARP14', 'YTHDF3', 'XRCC6', 'YTHDF2']","[['IDA'], ['IMP'], ['IMP'], ['IMP'], ['IMP', 'IBA', 'IEA'], ['IDA'], ['IDA', 'IMP', 'IGI'], ['IMP', 'IEA'], ['ISS', 'IEA'], ['IDA'], ['IMP']]",Fig3D_VertExpanded
GO:BP,GO:0051052,regulation of DNA metabolic process,0.04124941111493043,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving DNA."" [GOC:ai]",500,72,6,21026,0.08333333333333333,0.012,query_1,"['GO:0006259', 'GO:0019219', 'GO:0060255']","['PARP3', 'TNKS2', 'DEK', 'PARP1', 'HNRNPU', 'TNKS']","[['IDA', 'ISS', 'TAS', 'IEA'], ['IMP', 'IBA', 'TAS'], ['IMP', 'IBA', 'IEA'], ['IDA', 'IGI', 'ISS'], ['IMP'], ['IDA', 'IMP', 'IBA', 'TAS']]",Fig3D_VertExpanded
GO:MF,GO:0030295,protein kinase activator activity,0.041571868490503636,True,"""Binds to and increases the activity of a protein kinase, an enzyme which phosphorylates a protein."" [GOC:ai]",134,73,3,20246,0.0410958904109589,0.022388059701492536,query_1,"['GO:0004672', 'GO:0019209', 'GO:0019887']","['PARP6', 'PARP16', 'PARP8']","[['IBA', 'IEA'], ['IMP', 'IBA'], ['IBA']]",Fig3D_VertExpanded
GO:MF,GO:0004864,protein phosphatase inhibitor activity,0.04236409212660468,True,"""Binds to and stops, prevents or reduces the activity of a protein phosphatase."" [GOC:ai]",48,73,2,20246,0.0273972602739726,0.041666666666666664,query_1,"['GO:0004721', 'GO:0019212', 'GO:0019888']","['MRTFB', 'MRTFA']","[['IEA'], ['IEA']]",Fig3D_VertExpanded
